video_path,npy_path,label,split,class_index
Colours/47. Red/MVI_5037.MOV,extracted_landmarks\Colours\47. Red\MVI_5037.npy,47. Red,train,22.0
Days_and_Time/78. Year/MVI_9176.MP4,extracted_landmarks\Days_and_Time\78. Year\MVI_9176.npy,78. Year,train,38.0
Home/28. Window/MVI_4362.MOV,extracted_landmarks\Home\28. Window\MVI_4362.npy,28. Window,train,10.0
Seasons/64. Fall/MVI_4579.MOV,extracted_landmarks\Seasons\64. Fall\MVI_4579.npy,64. Fall,train,33.0
Adjectives/87. hot/MVI_5217.MOV,extracted_landmarks\Adjectives\87. hot\MVI_5217.npy,87. hot,train,45.0
Society/2. Death/MVI_8932.MP4,extracted_landmarks\Society\2. Death\MVI_8932.npy,2. Death,train,6.0
Adjectives/3. happy/MVI_9455.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9455.npy,3. happy,train,11.0
People/78. Girl/MVI_3966.MOV,extracted_landmarks\People\78. Girl\MVI_3966.npy,78. Girl,train,37.0
Animals/5. Cow/MVI_3097.MOV,extracted_landmarks\Animals\5. Cow\MVI_3097.npy,5. Cow,train,24.0
Electronics/54. Cell phone/MVI_5392.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_5392.npy,54. Cell phone,train,28.0
Pronouns/40. I/MVI_0001.MOV,extracted_landmarks\Pronouns\40. I\MVI_0001.npy,40. I,train,16.0
People/66. Brother/MVI_5096.MOV,extracted_landmarks\People\66. Brother\MVI_5096.npy,66. Brother,train,34.0
Jobs/91. Priest/MVI_5344.MOV,extracted_landmarks\Jobs\91. Priest\MVI_5344.npy,91. Priest,train,46.0
Jobs/91. Priest/MVI_4488.MOV,extracted_landmarks\Jobs\91. Priest\MVI_4488.npy,91. Priest,train,46.0
Society/2. Death/MVI_8661.MP4,extracted_landmarks\Society\2. Death\MVI_8661.npy,2. Death,train,6.0
Adjectives/91. new/MVI_9500.MOV,extracted_landmarks\Adjectives\91. new\MVI_9500.npy,91. new,train,47.0
Adjectives/78. long/MVI_9460.MOV,extracted_landmarks\Adjectives\78. long\MVI_9460.npy,78. long,train,39.0
Society/14. Election/MVI_8713.MP4,extracted_landmarks\Society\14. Election\MVI_8713.npy,14. Election,train,3.0
Places/23. Court/MVI_3609.MOV,extracted_landmarks\Places\23. Court\MVI_3609.npy,23. Court,train,8.0
People/77. Boy/MVI_4110.MOV,extracted_landmarks\People\77. Boy\MVI_4110.npy,77. Boy,train,36.0
Home/40. Paint/MVI_9053.MP4,extracted_landmarks\Home\40. Paint\MVI_9053.npy,40. Paint,train,17.0
Adjectives/91. new/MVI_5231.MOV,extracted_landmarks\Adjectives\91. new\MVI_5231.npy,91. new,train,47.0
Days_and_Time/67. Monday/MVI_9142.MP4,extracted_landmarks\Days_and_Time\67. Monday\MVI_9142.npy,67. Monday,train,35.0
Adjectives/83. big large/MVI_9316.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9316.npy,83. big large,train,41.0
Greetings/51. Good Morning/MVI_9968.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9968.npy,51. Good Morning,train,25.0
Adjectives/84. small little/MVI_5286.MOV,extracted_landmarks\Adjectives\84. small little\MVI_5286.npy,84. small little,train,43.0
Adjectives/79. short/MVI_9221.MOV,extracted_landmarks\Adjectives\79. short\MVI_9221.npy,79. short,train,40.0
Seasons/64. Fall/MVI_4577.MOV,extracted_landmarks\Seasons\64. Fall\MVI_4577.npy,64. Fall,train,33.0
Adjectives/78. long/MVI_9298.MOV,extracted_landmarks\Adjectives\78. long\MVI_9298.npy,78. long,train,39.0
Places/19. House/MVI_3593.MOV,extracted_landmarks\Places\19. House\MVI_3593.npy,19. House,train,5.0
Adjectives/2. quiet/MVI_5182.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_5182.npy,2. quiet,train,7.0
Pronouns/46. you (plural)/MVI_9909.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9909.npy,46. you (plural),train,21.0
Greetings/51. Good Morning/MVI_0048.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0048.npy,51. Good Morning,train,25.0
Pronouns/46. you (plural)/MVI_0022.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0022.npy,46. you (plural),train,21.0
Seasons/64. Fall/MVI_4999.MOV,extracted_landmarks\Seasons\64. Fall\MVI_4999.npy,64. Fall,train,33.0
Adjectives/97. dry/MVI_5169.MOV,extracted_landmarks\Adjectives\97. dry\MVI_5169.npy,97. dry,train,49.0
Days_and_Time/67. Monday/MVI_9143.MP4,extracted_landmarks\Days_and_Time\67. Monday\MVI_9143.npy,67. Monday,train,35.0
Adjectives/3. happy/MVI_9542.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9542.npy,3. happy,train,11.0
Days_and_Time/78. Year/MVI_5048.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_5048.npy,78. Year,train,38.0
Clothes/44. Shoes/MVI_4888.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_4888.npy,44. Shoes,train,19.0
Home/40. Paint/MVI_4927.MOV,extracted_landmarks\Home\40. Paint\MVI_4927.npy,40. Paint,train,17.0
People/78. Girl/MVI_3967.MOV,extracted_landmarks\People\78. Girl\MVI_3967.npy,78. Girl,train,37.0
Adjectives/94. good/MVI_9512.MOV,extracted_landmarks\Adjectives\94. good\MVI_9512.npy,94. good,train,48.0
Adjectives/94. good/MVI_9511.MOV,extracted_landmarks\Adjectives\94. good\MVI_9511.npy,94. good,train,48.0
Places/28. Store or Shop/MVI_3635.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3635.npy,28. Store or Shop,train,9.0
Clothes/44. Shoes/MVI_4887.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_4887.npy,44. Shoes,train,19.0
Clothes/37. Hat/MVI_4867.MOV,extracted_landmarks\Clothes\37. Hat\MVI_4867.npy,37. Hat,train,14.0
Means_of_Transportation/16. train ticket/MVI_4191.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_4191.npy,16. train ticket,train,4.0
Places/28. Store or Shop/MVI_3474.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3474.npy,28. Store or Shop,train,9.0
Days_and_Time/67. Monday/MVI_5011.MOV,extracted_landmarks\Days_and_Time\67. Monday\MVI_5011.npy,67. Monday,train,35.0
Pronouns/44. it/MVI_9938.MOV,extracted_landmarks\Pronouns\44. it\MVI_9938.npy,44. it,train,20.0
Adjectives/3. happy/MVI_9375.MOV,extracted_landmarks\Adjectives\3. happy\MVI_9375.npy,3. happy,train,11.0
People/77. Boy/MVI_5132.MOV,extracted_landmarks\People\77. Boy\MVI_5132.npy,77. Boy,train,36.0
Electronics/54. Cell phone/MVI_9101.MP4,extracted_landmarks\Electronics\54. Cell phone\MVI_9101.npy,54. Cell phone,train,28.0
Electronics/54. Cell phone/MVI_5391.MOV,extracted_landmarks\Electronics\54. Cell phone\MVI_5391.npy,54. Cell phone,train,28.0
Jobs/84. Teacher/MVI_5312.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_5312.npy,84. Teacher,train,42.0
Days_and_Time/86. Time/MVI_4670.MOV,extracted_landmarks\Days_and_Time\86. Time\MVI_4670.npy,86. Time,train,44.0
Society/2. Death/MVI_8664.MP4,extracted_landmarks\Society\2. Death\MVI_8664.npy,2. Death,train,6.0
Greetings/55. Thank you/MVI_0062.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0062.npy,55. Thank you,train,29.0
Adjectives/87. hot/MVI_5295.MOV,extracted_landmarks\Adjectives\87. hot\MVI_5295.npy,87. hot,train,45.0
Greetings/51. Good Morning/MVI_0045.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0045.npy,51. Good Morning,train,25.0
Greetings/51. Good Morning/MVI_9970.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9970.npy,51. Good Morning,train,25.0
Means_of_Transportation/16. train ticket/MVI_3226.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3226.npy,16. train ticket,train,4.0
Electronics/54. Cell phone/MVI_9102.MP4,extracted_landmarks\Electronics\54. Cell phone\MVI_9102.npy,54. Cell phone,train,28.0
Colours/55. White/MVI_4922.MOV,extracted_landmarks\Colours\55. White\MVI_4922.npy,55. White,train,30.0
Places/19. House/MVI_3513.MOV,extracted_landmarks\Places\19. House\MVI_3513.npy,19. House,train,5.0
Means_of_Transportation/11. Car/MVI_8583.MP4,extracted_landmarks\Means_of_Transportation\11. Car\MVI_8583.npy,11. Car,train,2.0
Pronouns/44. it/MVI_0013.MOV,extracted_landmarks\Pronouns\44. it\MVI_0013.npy,44. it,train,20.0
Pronouns/46. you (plural)/MVI_9946.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9946.npy,46. you (plural),train,21.0
Clothes/42. T-Shirt/MVI_3851.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_3851.npy,42. T-Shirt,train,18.0
Animals/4. Bird/MVI_3095.MOV,extracted_landmarks\Animals\4. Bird\MVI_3095.npy,4. Bird,train,15.0
Days_and_Time/67. Monday/MVI_9144.MP4,extracted_landmarks\Days_and_Time\67. Monday\MVI_9144.npy,67. Monday,train,35.0
Adjectives/91. new/MVI_5229.MOV,extracted_landmarks\Adjectives\91. new\MVI_5229.npy,91. new,train,47.0
People/77. Boy/MVI_4983.MOV,extracted_landmarks\People\77. Boy\MVI_4983.npy,77. Boy,train,36.0
Days_and_Time/78. Year/MVI_5493.MOV,extracted_landmarks\Days_and_Time\78. Year\MVI_5493.npy,78. Year,train,38.0
People/61. Father/MVI_5229.MOV,extracted_landmarks\People\61. Father\MVI_5229.npy,61. Father,train,31.0
People/61. Father/MVI_4223.MOV,extracted_landmarks\People\61. Father\MVI_4223.npy,61. Father,train,31.0
Adjectives/1. loud/MVI_9370.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9370.npy,1. loud,train,1.0
Adjectives/79. short/MVI_5110.MOV,extracted_landmarks\Adjectives\79. short\MVI_5110.npy,79. short,train,40.0
Adjectives/97. dry/MVI_9439.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9439.npy,97. dry,train,49.0
Pronouns/46. you (plural)/MVI_0021.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0021.npy,46. you (plural),train,21.0
Adjectives/91. new/MVI_9260.MOV,extracted_landmarks\Adjectives\91. new\MVI_9260.npy,91. new,train,47.0
Society/14. Election/MVI_4840.MOV,extracted_landmarks\Society\14. Election\MVI_4840.npy,14. Election,train,3.0
People/66. Brother/MVI_4957.MOV,extracted_landmarks\People\66. Brother\MVI_4957.npy,66. Brother,train,34.0
Places/28. Store or Shop/MVI_3387.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3387.npy,28. Store or Shop,train,9.0
Electronics/53. Fan/MVI_9098.MP4,extracted_landmarks\Electronics\53. Fan\MVI_9098.npy,53. Fan,train,26.0
People/66. Brother/MVI_5244.MOV,extracted_landmarks\People\66. Brother\MVI_5244.npy,66. Brother,train,34.0
Jobs/91. Priest/MVI_4489.MOV,extracted_landmarks\Jobs\91. Priest\MVI_4489.npy,91. Priest,train,46.0
Adjectives/79. short/MVI_9381.MOV,extracted_landmarks\Adjectives\79. short\MVI_9381.npy,79. short,train,40.0
People/77. Boy/MVI_3964.MOV,extracted_landmarks\People\77. Boy\MVI_3964.npy,77. Boy,train,36.0
Home/28. Window/MVI_4882.MOV,extracted_landmarks\Home\28. Window\MVI_4882.npy,28. Window,train,10.0
Animals/1. Dog/MVI_3061.MOV,extracted_landmarks\Animals\1. Dog\MVI_3061.npy,1. Dog,train,0.0
Clothes/44. Shoes/MVI_3857.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_3857.npy,44. Shoes,train,19.0
Society/14. Election/MVI_8968.MP4,extracted_landmarks\Society\14. Election\MVI_8968.npy,14. Election,train,3.0
Seasons/64. Fall/MVI_5001.MOV,extracted_landmarks\Seasons\64. Fall\MVI_5001.npy,64. Fall,train,33.0
Days_and_Time/86. Time/MVI_4668.MOV,extracted_landmarks\Days_and_Time\86. Time\MVI_4668.npy,86. Time,train,44.0
People/78. Girl/MVI_5135.MOV,extracted_landmarks\People\78. Girl\MVI_5135.npy,78. Girl,train,37.0
Jobs/84. Teacher/MVI_4746.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_4746.npy,84. Teacher,train,42.0
Clothes/42. T-Shirt/MVI_8606.MP4,extracted_landmarks\Clothes\42. T-Shirt\MVI_8606.npy,42. T-Shirt,train,18.0
Greetings/48. Hello/MVI_9914.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9914.npy,48. Hello,train,23.0
People/66. Brother/MVI_3928.MOV,extracted_landmarks\People\66. Brother\MVI_3928.npy,66. Brother,train,34.0
Greetings/51. Good Morning/MVI_0047.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0047.npy,51. Good Morning,train,25.0
Days_and_Time/86. Time/MVI_5078.MOV,extracted_landmarks\Days_and_Time\86. Time\MVI_5078.npy,86. Time,train,44.0
Adjectives/94. good/MVI_5238.MOV,extracted_landmarks\Adjectives\94. good\MVI_5238.npy,94. good,train,48.0
Adjectives/97. dry/MVI_5326.MOV,extracted_landmarks\Adjectives\97. dry\MVI_5326.npy,97. dry,train,49.0
Animals/5. Cow/MVI_3017.MOV,extracted_landmarks\Animals\5. Cow\MVI_3017.npy,5. Cow,train,24.0
Colours/55. White/MVI_3743.MOV,extracted_landmarks\Colours\55. White\MVI_3743.npy,55. White,train,30.0
Colours/55. White/MVI_4921.MOV,extracted_landmarks\Colours\55. White\MVI_4921.npy,55. White,train,30.0
Means_of_Transportation/11. Car/MVI_3209.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3209.npy,11. Car,train,2.0
Clothes/42. T-Shirt/MVI_5169.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_5169.npy,42. T-Shirt,train,18.0
Adjectives/83. big large/MVI_5124.MOV,extracted_landmarks\Adjectives\83. big large\MVI_5124.npy,83. big large,train,41.0
Pronouns/44. it/MVI_9970.MOV,extracted_landmarks\Pronouns\44. it\MVI_9970.npy,44. it,train,20.0
Colours/54. Black/MVI_3889.MOV,extracted_landmarks\Colours\54. Black\MVI_3889.npy,54. Black,train,27.0
Adjectives/1. loud/MVI_5335.MOV,extracted_landmarks\Adjectives\1. loud\MVI_5335.npy,1. loud,train,1.0
Adjectives/87. hot/MVI_5296.MOV,extracted_landmarks\Adjectives\87. hot\MVI_5296.npy,87. hot,train,45.0
Colours/47. Red/MVI_4207.MOV,extracted_landmarks\Colours\47. Red\MVI_4207.npy,47. Red,train,22.0
Clothes/44. Shoes/MVI_5175.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_5175.npy,44. Shoes,train,19.0
Animals/4. Bird/MVI_3070.MOV,extracted_landmarks\Animals\4. Bird\MVI_3070.npy,4. Bird,train,15.0
Animals/5. Cow/MVI_3099.MOV,extracted_landmarks\Animals\5. Cow\MVI_3099.npy,5. Cow,train,24.0
Adjectives/91. new/MVI_9422.MOV,extracted_landmarks\Adjectives\91. new\MVI_9422.npy,91. new,train,47.0
Animals/1. Dog/MVI_3003.MOV,extracted_landmarks\Animals\1. Dog\MVI_3003.npy,1. Dog,train,0.0
Adjectives/91. new/MVI_9341.MOV,extracted_landmarks\Adjectives\91. new\MVI_9341.npy,91. new,train,47.0
Greetings/55. Thank you/MVI_0061.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_0061.npy,55. Thank you,train,29.0
Society/14. Election/MVI_4305.MOV,extracted_landmarks\Society\14. Election\MVI_4305.npy,14. Election,train,3.0
Adjectives/94. good/MVI_9269.MOV,extracted_landmarks\Adjectives\94. good\MVI_9269.npy,94. good,train,48.0
Means_of_Transportation/16. train ticket/MVI_3254.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3254.npy,16. train ticket,train,4.0
Adjectives/84. small little/MVI_5128.MOV,extracted_landmarks\Adjectives\84. small little\MVI_5128.npy,84. small little,train,43.0
Places/28. Store or Shop/MVI_3555.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3555.npy,28. Store or Shop,train,9.0
Adjectives/84. small little/MVI_5126.MOV,extracted_landmarks\Adjectives\84. small little\MVI_5126.npy,84. small little,train,43.0
Home/34. Pen/MVI_4908.MOV,extracted_landmarks\Home\34. Pen\MVI_4908.npy,34. Pen,train,12.0
Society/2. Death/MVI_8662.MP4,extracted_landmarks\Society\2. Death\MVI_8662.npy,2. Death,train,6.0
Greetings/51. Good Morning/MVI_0098.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0098.npy,51. Good Morning,train,25.0
Greetings/51. Good Morning/MVI_9935.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_9935.npy,51. Good Morning,train,25.0
People/78. Girl/MVI_4113.MOV,extracted_landmarks\People\78. Girl\MVI_4113.npy,78. Girl,train,37.0
Animals/1. Dog/MVI_3059.MOV,extracted_landmarks\Animals\1. Dog\MVI_3059.npy,1. Dog,train,0.0
People/66. Brother/MVI_5095.MOV,extracted_landmarks\People\66. Brother\MVI_5095.npy,66. Brother,train,34.0
Adjectives/91. new/MVI_9342.MOV,extracted_landmarks\Adjectives\91. new\MVI_9342.npy,91. new,train,47.0
Clothes/44. Shoes/MVI_3710.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_3710.npy,44. Shoes,train,19.0
Adjectives/91. new/MVI_9259.MOV,extracted_landmarks\Adjectives\91. new\MVI_9259.npy,91. new,train,47.0
Places/19. House/MVI_3435.MOV,extracted_landmarks\Places\19. House\MVI_3435.npy,19. House,train,5.0
Colours/54. Black/MVI_3888.MOV,extracted_landmarks\Colours\54. Black\MVI_3888.npy,54. Black,train,27.0
Clothes/44. Shoes/MVI_5177.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_5177.npy,44. Shoes,train,19.0
Pronouns/40. I/MVI_0065.MOV,extracted_landmarks\Pronouns\40. I\MVI_0065.npy,40. I,train,16.0
Pronouns/44. it/MVI_0016.MOV,extracted_landmarks\Pronouns\44. it\MVI_0016.npy,44. it,train,20.0
People/61. Father/MVI_3910.MOV,extracted_landmarks\People\61. Father\MVI_3910.npy,61. Father,train,31.0
Pronouns/40. I/MVI_9920.MOV,extracted_landmarks\Pronouns\40. I\MVI_9920.npy,40. I,train,16.0
Adjectives/79. short/MVI_9463.MOV,extracted_landmarks\Adjectives\79. short\MVI_9463.npy,79. short,train,40.0
Animals/4. Bird/MVI_3094.MOV,extracted_landmarks\Animals\4. Bird\MVI_3094.npy,4. Bird,train,15.0
Pronouns/40. I/MVI_9881.MOV,extracted_landmarks\Pronouns\40. I\MVI_9881.npy,40. I,train,16.0
Colours/54. Black/MVI_3741.MOV,extracted_landmarks\Colours\54. Black\MVI_3741.npy,54. Black,train,27.0
Home/40. Paint/MVI_9052.MP4,extracted_landmarks\Home\40. Paint\MVI_9052.npy,40. Paint,train,17.0
Days_and_Time/67. Monday/MVI_4592.MOV,extracted_landmarks\Days_and_Time\67. Monday\MVI_4592.npy,67. Monday,train,35.0
Animals/5. Cow/MVI_3074.MOV,extracted_landmarks\Animals\5. Cow\MVI_3074.npy,5. Cow,train,24.0
Adjectives/1. loud/MVI_9450.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9450.npy,1. loud,train,1.0
Adjectives/83. big large/MVI_9233.MOV,extracted_landmarks\Adjectives\83. big large\MVI_9233.npy,83. big large,train,41.0
Places/28. Store or Shop/MVI_3632.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3632.npy,28. Store or Shop,train,9.0
Society/2. Death/MVI_4802.MOV,extracted_landmarks\Society\2. Death\MVI_4802.npy,2. Death,train,6.0
Jobs/84. Teacher/MVI_4458.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_4458.npy,84. Teacher,train,42.0
Clothes/42. T-Shirt/MVI_4881.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_4881.npy,42. T-Shirt,train,18.0
Animals/4. Bird/MVI_3038.MOV,extracted_landmarks\Animals\4. Bird\MVI_3038.npy,4. Bird,train,15.0
Adjectives/2. quiet/MVI_5260.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_5260.npy,2. quiet,train,7.0
Adjectives/97. dry/MVI_9277.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9277.npy,97. dry,train,49.0
Means_of_Transportation/16. train ticket/MVI_3162.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3162.npy,16. train ticket,train,4.0
Pronouns/46. you (plural)/MVI_0082.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_0082.npy,46. you (plural),train,21.0
Pronouns/46. you (plural)/MVI_9977.MOV,extracted_landmarks\Pronouns\46. you (plural)\MVI_9977.npy,46. you (plural),train,21.0
Clothes/44. Shoes/MVI_5028.MOV,extracted_landmarks\Clothes\44. Shoes\MVI_5028.npy,44. Shoes,train,19.0
Greetings/55. Thank you/MVI_9986.MOV,extracted_landmarks\Greetings\55. Thank you\MVI_9986.npy,55. Thank you,train,29.0
Clothes/37. Hat/MVI_3691.MOV,extracted_landmarks\Clothes\37. Hat\MVI_3691.npy,37. Hat,train,14.0
Colours/47. Red/MVI_3721.MOV,extracted_landmarks\Colours\47. Red\MVI_3721.npy,47. Red,train,22.0
Colours/47. Red/MVI_4899.MOV,extracted_landmarks\Colours\47. Red\MVI_4899.npy,47. Red,train,22.0
Colours/54. Black/MVI_3887.MOV,extracted_landmarks\Colours\54. Black\MVI_3887.npy,54. Black,train,27.0
Adjectives/91. new/MVI_5308.MOV,extracted_landmarks\Adjectives\91. new\MVI_5308.npy,91. new,train,47.0
Home/28. Window/MVI_4881.MOV,extracted_landmarks\Home\28. Window\MVI_4881.npy,28. Window,train,10.0
Greetings/48. Hello/MVI_9955.MOV,extracted_landmarks\Greetings\48. Hello\MVI_9955.npy,48. Hello,train,23.0
Adjectives/97. dry/MVI_9278.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9278.npy,97. dry,train,49.0
Places/23. Court/MVI_3367.MOV,extracted_landmarks\Places\23. Court\MVI_3367.npy,23. Court,train,8.0
Adjectives/2. quiet/MVI_9451.MOV,extracted_landmarks\Adjectives\2. quiet\MVI_9451.npy,2. quiet,train,7.0
Clothes/37. Hat/MVI_5154.MOV,extracted_landmarks\Clothes\37. Hat\MVI_5154.npy,37. Hat,train,14.0
Society/14. Election/MVI_8710.MP4,extracted_landmarks\Society\14. Election\MVI_8710.npy,14. Election,train,3.0
Adjectives/1. loud/MVI_9449.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9449.npy,1. loud,train,1.0
Places/35. Bank/MVI_3582.MOV,extracted_landmarks\Places\35. Bank\MVI_3582.npy,35. Bank,train,13.0
Adjectives/97. dry/MVI_9441.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9441.npy,97. dry,train,49.0
Animals/1. Dog/MVI_4148.MOV,extracted_landmarks\Animals\1. Dog\MVI_4148.npy,1. Dog,train,0.0
Colours/47. Red/MVI_3868.MOV,extracted_landmarks\Colours\47. Red\MVI_3868.npy,47. Red,train,22.0
People/78. Girl/MVI_3819.MOV,extracted_landmarks\People\78. Girl\MVI_3819.npy,78. Girl,train,37.0
Days_and_Time/67. Monday/MVI_4591.MOV,extracted_landmarks\Days_and_Time\67. Monday\MVI_4591.npy,67. Monday,train,35.0
Days_and_Time/78. Year/MVI_9178.MP4,extracted_landmarks\Days_and_Time\78. Year\MVI_9178.npy,78. Year,train,38.0
People/77. Boy/MVI_3963.MOV,extracted_landmarks\People\77. Boy\MVI_3963.npy,77. Boy,train,36.0
Jobs/84. Teacher/MVI_5311.MOV,extracted_landmarks\Jobs\84. Teacher\MVI_5311.npy,84. Teacher,train,42.0
Adjectives/94. good/MVI_5318.MOV,extracted_landmarks\Adjectives\94. good\MVI_5318.npy,94. good,train,48.0
Adjectives/97. dry/MVI_5327.MOV,extracted_landmarks\Adjectives\97. dry\MVI_5327.npy,97. dry,train,49.0
Adjectives/1. loud/MVI_9291.MOV,extracted_landmarks\Adjectives\1. loud\MVI_9291.npy,1. loud,train,1.0
Adjectives/3. happy/MVI_5184.MOV,extracted_landmarks\Adjectives\3. happy\MVI_5184.npy,3. happy,train,11.0
Places/19. House/MVI_3270.MOV,extracted_landmarks\Places\19. House\MVI_3270.npy,19. House,train,5.0
Places/35. Bank/MVI_3662.MOV,extracted_landmarks\Places\35. Bank\MVI_3662.npy,35. Bank,train,13.0
Animals/4. Bird/MVI_8567.MP4,extracted_landmarks\Animals\4. Bird\MVI_8567.npy,4. Bird,train,15.0
Adjectives/1. loud/MVI_5337.MOV,extracted_landmarks\Adjectives\1. loud\MVI_5337.npy,1. loud,train,1.0
Places/28. Store or Shop/MVI_3309.MOV,extracted_landmarks\Places\28. Store or Shop\MVI_3309.npy,28. Store or Shop,train,9.0
Pronouns/40. I/MVI_9995.MOV,extracted_landmarks\Pronouns\40. I\MVI_9995.npy,40. I,train,16.0
Adjectives/83. big large/MVI_5205.MOV,extracted_landmarks\Adjectives\83. big large\MVI_5205.npy,83. big large,train,41.0
Pronouns/44. it/MVI_9897.MOV,extracted_landmarks\Pronouns\44. it\MVI_9897.npy,44. it,train,20.0
Means_of_Transportation/16. train ticket/MVI_3255.MOV,extracted_landmarks\Means_of_Transportation\16. train ticket\MVI_3255.npy,16. train ticket,train,4.0
Pronouns/40. I/MVI_9959.MOV,extracted_landmarks\Pronouns\40. I\MVI_9959.npy,40. I,train,16.0
Clothes/42. T-Shirt/MVI_4882.MOV,extracted_landmarks\Clothes\42. T-Shirt\MVI_4882.npy,42. T-Shirt,train,18.0
Days_and_Time/86. Time/MVI_4669.MOV,extracted_landmarks\Days_and_Time\86. Time\MVI_4669.npy,86. Time,train,44.0
Home/34. Pen/MVI_4388.MOV,extracted_landmarks\Home\34. Pen\MVI_4388.npy,34. Pen,train,12.0
Animals/1. Dog/MVI_3028.MOV,extracted_landmarks\Animals\1. Dog\MVI_3028.npy,1. Dog,train,0.0
Seasons/61. Summer/MVI_5421.MOV,extracted_landmarks\Seasons\61. Summer\MVI_5421.npy,61. Summer,train,32.0
Clothes/37. Hat/MVI_5006.MOV,extracted_landmarks\Clothes\37. Hat\MVI_5006.npy,37. Hat,train,14.0
Adjectives/79. short/MVI_5269.MOV,extracted_landmarks\Adjectives\79. short\MVI_5269.npy,79. short,train,40.0
Greetings/51. Good Morning/MVI_0100.MOV,extracted_landmarks\Greetings\51. Good Morning\MVI_0100.npy,51. Good Morning,train,25.0
Home/28. Window/MVI_4364.MOV,extracted_landmarks\Home\28. Window\MVI_4364.npy,28. Window,train,10.0
Animals/1. Dog/MVI_4146.MOV,extracted_landmarks\Animals\1. Dog\MVI_4146.npy,1. Dog,train,0.0
Adjectives/91. new/MVI_5148.MOV,extracted_landmarks\Adjectives\91. new\MVI_5148.npy,91. new,train,47.0
Adjectives/97. dry/MVI_9440.MOV,extracted_landmarks\Adjectives\97. dry\MVI_9440.npy,97. dry,train,49.0
Clothes/44. Shoes/MVI_8608.MP4,extracted_landmarks\Clothes\44. Shoes\MVI_8608.npy,44. Shoes,train,19.0
Seasons/64. Fall/MVI_5434.MOV,extracted_landmarks\Seasons\64. Fall\MVI_5434.npy,64. Fall,train,33.0
Home/28. Window/MVI_4883.MOV,extracted_landmarks\Home\28. Window\MVI_4883.npy,28. Window,train,10.0
Animals/4. Bird/MVI_3037.MOV,extracted_landmarks\Animals\4. Bird\MVI_3037.npy,4. Bird,train,15.0
Home/28. Window/MVI_9014.MP4,extracted_landmarks\Home\28. Window\MVI_9014.npy,28. Window,train,10.0
Means_of_Transportation/11. Car/MVI_3147.MOV,extracted_landmarks\Means_of_Transportation\11. Car\MVI_3147.npy,11. Car,train,2.0
